1.037211477	0.273562912	8.65
1.995963495	4.597961683	8.8
1.656063721	3.882921377	9.46
1.754918658	3.976175882	9.43
1.55141473	5.629828783	9.69
1.487362328	3.754765889	10.56
0.712724638	3.463225097	11.39
0.490488623	3.433497477	9.27
0.768942142	3.656550346	8.48
0.672997756	3.619696832	7.92
1.282057288	2.480334071	7.9
0.451514451	4.057203986	8.1
0.429982337	2.075340822	7.83
0.18213469	-1.954258233	6.92
0.717460259	2.439511431	6.21
0.224374029	2.786986616	6.27
0.346543903	4.79789076	6.22
0.827111459	4.507601055	6.65
0.635018088	4.222900738	6.84
1.391533474	3.714312403	6.92
0.288209138	3.109280401	6.66
1.083672531	4.56463465	7.16
0.331594589	4.846043708	7.98
1.093082672	4.346051948	8.47
0.72267404	4.519672662	9.44
0.565567969	6.411878017	9.73
0.515806484	3.11644267	9.08
-0.011168042	4.046875021	8.61
0.289016665	6.824899715	8.25
0.176134678	3.938897034	8.24
-0.206561358	6.848993971	8.16
-1.125725682	6.736683919	7.74
-0.683984	2.979152353	6.43
0.571424586	2.367448668	5.86
0.235419602	3.036385632	5.64
0.157669803	3.304032521	4.82
0.954364494	2.703338799	4.02
0.870928177	3.063233361	3.77
0.699615678	3.042793954	3.26
0.690590845	3.487592498	3.04
-0.065828715	2.901450814	3.04
0.361412884	2.877780401	3
0.222821361	1.847220168	3.06
1.043325118	3.302006135	2.99
0.73929838	2.003646554	3.21
1.134540391	2.264877768	3.94
0.319951769	3.689224048	4.49
0.849217827	2.32232536	5.17
0.199514507	2.927160358	5.81
0.139362952	3.255818112	6.02
0.595530022	2.012025215	5.8
0.432928978	2.173755297	5.72
0.441929073	3.541852417	5.36
1.479578095	3.42381861	5.24
0.63608014	2.295192781	5.31
0.749457616	3.461142535	5.28
0.293794731	2.427905663	5.28
1.281176107	0.91855387	5.52
1.002767186	1.995016604	5.53
0.493897512	2.150922951	5.51
0.759099511	0.823068444	5.52
0.715982792	1.313889137	5.5
1.018547287	2.047258228	5.53
1.32936301	1.87114845	4.86
0.418641624	1.459562656	4.73
0.55251565	2.985196801	4.75
0.956473414	2.960690895	5.09
1.424773054	2.938937582	5.31
-1.102454772	3.939381919	5.68
1.561316694	3.122408127	6.27
-0.197833884	3.639629911	6.52
0.265699208	2.840755763	6.47
-0.537335451	3.808867135	5.59
0.232375743	2.794084436	4.33
-0.635732984	1.12750451	3.5
-0.042355447	-0.299606077	2.13
0.66156387	1.275710019	1.73
0.300944821	3.132585221	1.75
0.180666518	2.147268285	1.74
-0.246069575	2.35845439	1.44
